 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.460624665    
 # Filling Error:   4.38492233E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       1.34391885E-04   1.05333018    
  -11.9600000       1.38180549E-04   1.05309260    
  -11.9200001       1.43039273E-04   1.04978395    
  -11.8800001       1.48070583E-04   1.05642903    
  -11.8400002       1.51302156E-04   1.05359411    
  -11.8000002       1.58574010E-04   1.04862964    
  -11.7600002       1.64454090E-04   1.05223346    
  -11.7200003       1.67581558E-04   1.05873644    
  -11.6800003       1.73014618E-04   1.03808808    
  -11.6400003       1.80887568E-04   1.04706621    
  -11.6000004       1.81718904E-04   1.04661989    
  -11.5600004       1.91430270E-04   1.04749382    
  -11.5200005       1.97957983E-04   1.03340518    
  -11.4800005       2.04987446E-04   1.04307151    
  -11.4400005       2.10401646E-04   1.04466474    
  -11.4000006       2.18035144E-04   1.03346860    
  -11.3600006       2.23974581E-04   1.04805756    
  -11.3200006       2.30794831E-04   1.03971505    
  -11.2800007       2.35948348E-04   1.03603601    
  -11.2400007       2.35989341E-04   1.03268576    
  -11.2000008       2.45682837E-04   1.03573442    
  -11.1600008       2.50006182E-04   1.02555084    
  -11.1200008       2.51133257E-04   1.02749872    
  -11.0800009       2.55514926E-04   1.03392208    
  -11.0400009       2.60638335E-04   1.03410733    
  -11.0000010       2.60882050E-04   1.04232824    
  -10.9600010       2.69754761E-04   1.04865861    
  -10.9200010       2.70456017E-04   1.05415761    
  -10.8800011       2.76335952E-04   1.06072748    
  -10.8400011       2.76539038E-04   1.06673670    
  -10.8000011       2.85805407E-04   1.06396556    
  -10.7600012       2.83903675E-04   1.06649029    
  -10.7200012       2.87998264E-04   1.06198704    
  -10.6800013       2.96600716E-04   1.05952525    
  -10.6400013       2.98358587E-04   1.06011319    
  -10.6000013       3.05591966E-04   1.05502856    
  -10.5600014       3.11551383E-04   1.05089390    
  -10.5200014       3.12631892E-04   1.05260384    
  -10.4800014       3.13844357E-04   1.05451095    
  -10.4400015       3.24130320E-04   1.04851222    
  -10.4000015       3.30243667E-04   1.04971242    
  -10.3600016       3.33743694E-04   1.04841149    
  -10.3200016       3.37710575E-04   1.04470670    
  -10.2800016       3.43015243E-04   1.04517746    
  -10.2400017       3.46078305E-04   1.04179609    
  -10.2000017       3.51857132E-04   1.03720784    
  -10.1600018       3.59653815E-04   1.03738058    
  -10.1200018       3.63120984E-04   1.04003561    
  -10.0800018       3.67454224E-04   1.03520632    
  -10.0400019       3.81109072E-04   1.03283393    
  -10.0000019       3.79284640E-04   1.03156090    
  -9.96000195       3.85963183E-04   1.03245533    
  -9.92000198       3.92297137E-04   1.03224313    
  -9.88000202       4.03099606E-04   1.02983320    
  -9.84000206       4.05516825E-04   1.02759314    
  -9.80000210       4.20452910E-04   1.02649355    
  -9.76000214       4.21976321E-04   1.02744186    
  -9.72000217       4.27085673E-04   1.02597237    
  -9.68000221       4.36873699E-04   1.02496064    
  -9.64000225       4.46952821E-04   1.02081287    
  -9.60000229       4.50535503E-04   1.02231181    
  -9.56000233       4.59570962E-04   1.02252436    
  -9.52000237       4.59471281E-04   1.02216685    
  -9.48000240       4.71186853E-04   1.02037191    
