 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.413231730    
 # Filling Error:   4.38787043E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       7.81786002E-05   1.06233847    
  -11.9600000       7.95336382E-05   1.07120311    
  -11.9200001       8.27439726E-05   1.05549896    
  -11.8800001       8.50128563E-05   1.07144392    
  -11.8400002       8.79248691E-05   1.06129050    
  -11.8000002       9.41427279E-05   1.05725920    
  -11.7600002       9.45111024E-05   1.06222939    
  -11.7200003       9.82128695E-05   1.06714880    
  -11.6800003       1.01861020E-04   1.06978858    
  -11.6400003       1.04512372E-04   1.04874134    
  -11.6000004       1.07396707E-04   1.05491960    
  -11.5600004       1.11029367E-04   1.05963576    
  -11.5200005       1.14590774E-04   1.05885422    
  -11.4800005       1.17880794E-04   1.06165111    
  -11.4400005       1.25219158E-04   1.04583728    
  -11.4000006       1.26211453E-04   1.05810511    
  -11.3600006       1.31882276E-04   1.03839433    
  -11.3200006       1.35593174E-04   1.06115818    
  -11.2800007       1.42169083E-04   1.04622376    
  -11.2400007       1.45572427E-04   1.04758346    
  -11.2000008       1.48611100E-04   1.04642975    
  -11.1600008       1.55156886E-04   1.04129934    
  -11.1200008       1.57711271E-04   1.04373813    
  -11.0800009       1.65528545E-04   1.03440440    
  -11.0400009       1.70325991E-04   1.03611517    
  -11.0000010       1.74933506E-04   1.02825725    
  -10.9600010       1.81793468E-04   1.03966355    
  -10.9200010       1.90512947E-04   1.03750467    
  -10.8800011       1.94431967E-04   1.03597105    
  -10.8400011       1.99454284E-04   1.03363287    
  -10.8000011       2.06956320E-04   1.02952588    
  -10.7600012       2.17150169E-04   1.03006160    
  -10.7200012       2.24432122E-04   1.03273630    
  -10.6800013       2.32647028E-04   1.02943945    
  -10.6400013       2.41390881E-04   1.03108621    
  -10.6000013       2.46437383E-04   1.02203310    
  -10.5600014       2.56540981E-04   1.02277410    
  -10.5200014       2.67653377E-04   1.02040124    
  -10.4800014       2.70409975E-04   1.02351451    
  -10.4400015       2.81244807E-04   1.02749455    
  -10.4000015       2.89432588E-04   1.02315903    
  -10.3600016       3.07905982E-04   1.02355945    
  -10.3200016       3.16271151E-04   1.01803482    
  -10.2800016       3.26810463E-04   1.01933742    
  -10.2400017       3.41954001E-04   1.02164531    
  -10.2000017       3.53313662E-04   1.02164209    
  -10.1600018       3.62278748E-04   1.01861584    
  -10.1200018       3.76646145E-04   1.01365399    
  -10.0800018       3.84109124E-04   1.01526058    
  -10.0400019       3.88899760E-04   1.01486850    
  -10.0000019       3.92182032E-04   1.01347768    
  -9.96000195       4.04589140E-04   1.01797235    
  -9.92000198       4.06981824E-04   1.01512706    
  -9.88000202       4.10108536E-04   1.01353073    
  -9.84000206       4.21787641E-04   1.01821089    
  -9.80000210       4.21432895E-04   1.01886427    
  -9.76000214       4.34839167E-04   1.02571642    
  -9.72000217       4.44655598E-04   1.02611589    
  -9.68000221       4.50782420E-04   1.03019166    
  -9.64000225       4.54395282E-04   1.02684295    
  -9.60000229       4.71003703E-04   1.02817738    
  -9.56000233       4.69968014E-04   1.03332210    
  -9.52000237       4.79333597E-04   1.02952242    
  -9.48000240       4.77406866E-04   1.03147471    
  -9.44000244       4.96443186E-04   1.02810574    
  -9.40000248       5.10709302E-04   1.02581429    
  -9.36000252       5.12239931E-04   1.02442110    
  -9.32000256       5.22606424E-04   1.02544487    
  -9.28000259       5.33660408E-04   1.02466071    
  -9.24000263       5.37993503E-04   1.02197528    
  -9.20000267       5.51200181E-04   1.02290535    
  -9.16000271       5.56259823E-04   1.01891518    
  -9.12000275       5.67398150E-04   1.01772606    
  -9.08000278       5.88192546E-04   1.01910937    
  -9.04000282       5.94796031E-04   1.01771116    
  -9.00000286       6.03838707E-04   1.01673961    
  -8.96000290       5.96715719E-04   1.01620448    
  -8.92000294       6.21550891E-04   1.01480365    
  -8.88000298       6.26139110E-04   1.01395917    
  -8.84000301       6.44697051E-04   1.01515603    
  -8.80000305       6.52122020E-04   1.01531565    
  -8.76000309       6.67247921E-04   1.01284134    
  -8.72000313       6.68646593E-04   1.01308751    
  -8.68000317       6.81805250E-04   1.01139760    
  -8.64000320       6.97924173E-04   1.01188874    
  -8.60000324       7.04148260E-04   1.01195431    
  -8.56000328       7.13384710E-04   1.01169527    
  -8.52000332       7.37704337E-04   1.01058233    
  -8.48000336       7.46473437E-04   1.00939786    
  -8.44000340       7.58763228E-04   1.00912881    
  -8.40000343       7.69205042E-04   1.00890720    
  -8.36000347       8.00114067E-04   1.00860620    
  -8.32000351       8.00903246E-04   1.00782394    
  -8.28000355       8.17158085E-04   1.00719333    
  -8.24000359       8.25827010E-04   1.00684679    
  -8.20000362       8.54574959E-04   1.00662470    
  -8.16000366       8.66885995E-04   1.00569451    
  -8.12000370       8.73035693E-04   1.00605571    
  -8.08000374       9.05999739E-04   1.00529850    
  -8.04000378       9.26080917E-04   1.00530088    
  -8.00000381       9.32667754E-04   1.00488734    
  -7.96000385       9.49480571E-04   1.00423980    
  -7.92000389       9.80460551E-04   1.00369525    
  -7.88000393       1.00430055E-03   1.00358343    
  -7.84000397       1.01861486E-03   1.00348723    
  -7.80000401       1.04269560E-03   1.00283396    
  -7.76000404       1.05207379E-03   1.00285375    
  -7.72000408       1.08088367E-03   1.00166202    
  -7.68000412       1.12505758E-03   1.00160086    
  -7.64000416       1.14755798E-03   1.00130951    
  -7.60000420       1.15619844E-03   1.00081658    
  -7.56000423       1.20193651E-03   1.00051379    
  -7.52000427       1.22063875E-03  0.999829113    
  -7.48000431       1.24330004E-03  0.999695837    
  -7.44000435       1.26658590E-03  0.998739481    
  -7.40000439       1.29885285E-03  0.998459756    
  -7.36000443       1.33859552E-03  0.997415960    
  -7.32000446       1.35893223E-03  0.997118056    
  -7.28000450       1.39448373E-03  0.996189952    
  -7.24000454       1.44362717E-03  0.995167077    
  -7.20000458       1.47493859E-03  0.994314492    
  -7.16000462       1.51333096E-03  0.992830336    
  -7.12000465       1.54302223E-03  0.991513014    
  -7.08000469       1.59323518E-03  0.990099251    
  -7.04000473       1.63632585E-03  0.988063931    
  -7.00000477       1.71779562E-03  0.985069871    
  -6.96000481       1.74912205E-03  0.981832385    
  -6.92000484       1.82335870E-03  0.976578474    
  -6.88000488       1.87298958E-03  0.969473958    
  -6.84000492       2.00922834E-03  0.953692913    
  -6.80000496       2.00871797E-03  0.952947319    
  -6.76000500       2.03592167E-03  0.954533219    
  -6.72000504       2.07586261E-03  0.952318907    
  -6.68000507       2.11522379E-03  0.954887807    
  -6.64000511       2.16137548E-03  0.953889549    
  -6.60000515       2.19175499E-03  0.954198182    
  -6.56000519       2.24210066E-03  0.957118094    
  -6.52000523       2.28550076E-03  0.955819368    
  -6.48000526       2.31890613E-03  0.957578838    
  -6.44000530       2.37541879E-03  0.957976401    
  -6.40000534       2.44110450E-03  0.958169401    
  -6.36000538       2.48373393E-03  0.959308803    
  -6.32000542       2.56375782E-03  0.959591568    
  -6.28000546       2.63783499E-03  0.962204218    
  -6.24000549       2.68714828E-03  0.961573541    
  -6.20000553       2.71261879E-03  0.960560620    
  -6.16000557       2.84453225E-03  0.962091684    
  -6.12000561       2.93978699E-03  0.962465584    
  -6.08000565       3.00014997E-03  0.961748540    
  -6.04000568       3.09127616E-03  0.962644517    
  -6.00000572       3.51884309E-03  0.926422775    
  -5.96000576       3.84615571E-03  0.902744472    
  -5.92000580       4.17618686E-03  0.890485466    
  -5.88000584       4.46104212E-03  0.881322443    
  -5.84000587       4.78917174E-03  0.875674307    
  -5.80000591       5.25411731E-03  0.868262231    
  -5.76000595       5.63117489E-03  0.861450553    
  -5.72000599       6.16610842E-03  0.850976288    
  -5.68000603       6.86072558E-03  0.827564538    
  -5.64000607       7.28000561E-03  0.814522922    
  -5.60000610       7.59018958E-03  0.811582744    
  -5.56000614       7.92630203E-03  0.808229089    
  -5.52000618       8.26291461E-03  0.803611279    
  -5.48000622       8.81194044E-03  0.799482644    
  -5.44000626       1.02501241E-02  0.784337997    
  -5.40000629       1.03799663E-02  0.783918202    
  -5.36000633       1.05600161E-02  0.783143997    
  -5.32000637       1.06656682E-02  0.780870318    
  -5.28000641       1.06060728E-02  0.779503405    
  -5.24000645       1.07620787E-02  0.776474118    
  -5.20000648       1.07706916E-02  0.776000738    
  -5.16000652       1.09604485E-02  0.773537159    
  -5.12000656       1.11891292E-02  0.771425962    
  -5.08000660       1.10075362E-02  0.770219505    
  -5.04000664       1.12704923E-02  0.766890228    
  -5.00000668       1.11912498E-02  0.765192568    
  -4.96000671       1.12950001E-02  0.764394164    
  -4.92000675       1.14800483E-02  0.760628521    
  -4.88000679       1.16540892E-02  0.758519053    
  -4.84000683       1.16501730E-02  0.759404361    
  -4.80000687       1.15623958E-02  0.762138009    
  -4.76000690       1.13808280E-02  0.761323273    
  -4.72000694       1.13039883E-02  0.761159539    
  -4.68000698       1.12570338E-02  0.758280277    
  -4.64000702       1.12004932E-02  0.757911146    
  -4.60000706       1.11970687E-02  0.755817175    
  -4.56000710       1.12053845E-02  0.752823949    
  -4.52000713       1.11805042E-02  0.750174284    
  -4.48000717       1.12444162E-02  0.748083115    
  -4.44000721       1.11389263E-02  0.743972242    
  -4.40000725       1.12477345E-02  0.739645958    
  -4.36000729       1.11819440E-02  0.736904502    
  -4.32000732       1.13286739E-02  0.732211649    
  -4.28000736       1.13601359E-02  0.728776813    
  -4.24000740       1.11594098E-02  0.725462079    
  -4.20000744       1.12522105E-02  0.719279706    
  -4.16000748       1.13784112E-02  0.714492261    
  -4.12000751       1.13411834E-02  0.710305870    
  -4.08000755       1.13230143E-02  0.706456542    
  -4.04000759       1.14167351E-02  0.701108515    
  -4.00000763       1.14202630E-02  0.695919991    
  -3.96000767       1.15213413E-02  0.692274868    
  -3.92000771       1.15061840E-02  0.682356894    
  -3.88000774       1.19975898E-02  0.671337247    
  -3.84000778       1.35089708E-02  0.680527329    
  -3.80000782       1.63311642E-02  0.705628633    
  -3.76000786       1.88157558E-02  0.719697297    
  -3.72000790       2.06533726E-02  0.724274933    
  -3.68000793       2.29770374E-02  0.722466052    
  -3.64000797       2.70495899E-02  0.704997897    
  -3.60000801       3.01022120E-02  0.696786523    
  -3.56000805       3.26417461E-02  0.694087625    
  -3.52000809       3.46604325E-02  0.688414395    
  -3.48000813       3.66067551E-02  0.686134100    
  -3.44000816       3.94312590E-02  0.686324596    
  -3.40000820       4.36108224E-02  0.692289591    
  -3.36000824       4.84068431E-02  0.700387657    
  -3.32000828       5.34156598E-02  0.708803892    
  -3.28000832       5.94241656E-02  0.720638990    
  -3.24000835       6.58428743E-02  0.732042313    
  -3.20000839       7.32548609E-02  0.746138632    
  -3.16000843       8.23031738E-02  0.764458001    
  -3.12000847       9.52829048E-02  0.784188390    
  -3.08000851      0.110325091      0.805456161    
  -3.04000854      0.113146089      0.807937086    
  -3.00000858      0.113607980      0.806436956    
  -2.96000862      0.114257544      0.804997444    
  -2.92000866      0.114022851      0.803358555    
  -2.88000870      0.113966338      0.802257359    
  -2.84000874      0.112784818      0.801223397    
  -2.80000877      0.113034368      0.802183330    
  -2.76000881      0.113548830      0.799242556    
  -2.72000885      0.115074776      0.794901192    
  -2.68000889      0.116266683      0.789807677    
  -2.64000893      0.117027648      0.784823954    
  -2.60000896      0.121274568      0.776664019    
  -2.56000900      0.122801065      0.773311913    
  -2.52000904      0.121864341      0.771113098    
  -2.48000908      0.121585861      0.770531714    
  -2.44000912      0.120619468      0.769939840    
  -2.40000916      0.120276555      0.768552661    
  -2.36000919      0.119953312      0.767786562    
  -2.32000923      0.118250065      0.768171251    
  -2.28000927      0.118293405      0.765463114    
  -2.24000931      0.117416628      0.765665174    
  -2.20000935      0.116505720      0.764019132    
  -2.16000938      0.116450027      0.762406468    
  -2.12000942      0.115323536      0.761130333    
  -2.08000946      0.115761131      0.758504927    
  -2.04000950      0.115119874      0.757799208    
  -2.00000954      0.114294805      0.756226301    
  -1.96000957      0.114288017      0.754620433    
  -1.92000961      0.114367008      0.751593351    
  -1.88000965      0.114748642      0.749494374    
  -1.84000969      0.114960425      0.745893955    
  -1.80000973      0.115251370      0.742378950    
  -1.76000977      0.115831792      0.738101006    
  -1.72000980      0.116896577      0.733915210    
  -1.68000984      0.116429478      0.733119965    
  -1.64000988      0.117047563      0.729554713    
  -1.60000992      0.117262989      0.726327777    
  -1.56000996      0.117398895      0.723228574    
  -1.52000999      0.118054397      0.719464481    
  -1.48001003      0.118203208      0.716830552    
  -1.44001007      0.118227199      0.713325322    
  -1.40001011      0.118797459      0.711546242    
  -1.36001015      0.120079577      0.707843781    
  -1.32001019      0.119713478      0.703914821    
  -1.28001022      0.119884059      0.700894296    
  -1.24001026      0.120787345      0.696479201    
  -1.20001030      0.121446282      0.690563798    
  -1.16001034      0.122819282      0.688101828    
  -1.12001038      0.121996149      0.685306370    
  -1.08001041      0.120802656      0.682996392    
  -1.04001045      0.120010681      0.680891275    
  -1.00001049      0.118458726      0.679395437    
 -0.960010469      0.117102847      0.676357388    
 -0.920010448      0.116112165      0.676805913    
 -0.880010426      0.113544852      0.675635874    
 -0.840010405      0.109089367      0.680644572    
 -0.800010383      0.109073766      0.680832744    
 -0.760010362      0.108345494      0.679553032    
 -0.720010340      0.107964046      0.679741979    
 -0.680010319      0.108883299      0.679029047    
 -0.640010297      0.108586580      0.677631617    
 -0.600010276      0.109171778      0.677864254    
 -0.560010254      0.109015800      0.676121533    
 -0.520010233      0.109051436      0.675549030    
 -0.480010241      0.108909540      0.674995005    
 -0.440010250      0.108882248      0.673794389    
 -0.400010258      0.108839668      0.672734022    
 -0.360010266      0.109839991      0.671762109    
 -0.320010275      0.108878709      0.672095537    
 -0.280010283      0.109153278      0.672011673    
 -0.240010291      0.110374264      0.671366692    
 -0.200010300      0.109250367      0.670836151    
 -0.160010308      0.109344199      0.669540167    
 -0.120010309      0.109427102      0.670041084    
  -8.00103098E-02  0.109357901      0.668913662    
  -4.00103107E-02  0.109415263      0.669037819    
  -1.03116035E-05  0.109696761      0.667497993    
   3.99896875E-02  0.109476961      0.667140961    
   7.99896866E-02  0.109428912      0.666011989    
  0.119989686      0.109384619      0.666640341    
  0.159989685      0.109190464      0.666639745    
  0.199989676      0.109647125      0.665984094    
  0.239989668      0.109837674      0.665650308    
  0.279989660      0.109334268      0.665393889    
  0.319989651      0.109358296      0.665281117    
  0.359989643      0.110032991      0.664929330    
  0.399989635      0.109938055      0.664021671    
  0.439989626      0.109300785      0.664244354    
  0.479989618      0.109324954      0.664781809    
  0.519989610      0.109670632      0.664066195    
  0.559989631      0.109716646      0.664092422    
  0.599989653      0.110145755      0.663594663    
  0.639989674      0.110168070      0.663411677    
  0.679989696      0.109562702      0.662654698    
  0.719989717      0.110154681      0.663519800    
  0.759989738      0.110480830      0.662684083    
  0.799989760      0.110326700      0.662525356    
  0.839989781      0.115570962      0.657600045    
  0.879989803      0.117534004      0.656951249    
  0.919989824      0.119654745      0.656762660    
  0.959989846      0.120869599      0.658273399    
  0.999989867      0.122644208      0.658815920    
   1.03998983      0.122844800      0.659890831    
   1.07998979      0.123846732      0.662043750    
   1.11998975      0.124538265      0.663472474    
   1.15998971      0.124123693      0.665588558    
   1.19998968      0.123481080      0.668907642    
   1.23998964      0.122975431      0.672082365    
   1.27998960      0.123002380      0.674383759    
   1.31998956      0.121954575      0.675654471    
   1.35998952      0.122171909      0.677454293    
   1.39998949      0.122463077      0.679796815    
   1.43998945      0.122361377      0.681173503    
   1.47998941      0.122083902      0.681892633    
   1.51998937      0.122050516      0.683768332    
   1.55998933      0.122103624      0.685299575    
   1.59998930      0.122393623      0.684998333    
   1.63998926      0.122561902      0.687441528    
   1.67998922      0.121762350      0.689472914    
   1.71998918      0.122250177      0.690318346    
   1.75998914      0.121500626      0.691041112    
   1.79998910      0.121132612      0.692562819    
   1.83998907      0.120843410      0.693504035    
   1.87998903      0.121770114      0.694404602    
   1.91998899      0.121245481      0.696238756    
   1.95998895      0.120819196      0.697727263    
   1.99998891      0.121638015      0.697345376    
   2.03998899      0.122502714      0.697842062    
   2.07998896      0.122382112      0.698145449    
   2.11998892      0.122526981      0.699101269    
   2.15998888      0.122645676      0.699143052    
   2.19998884      0.123198427      0.700885534    
   2.23998880      0.123308301      0.702131867    
   2.27998877      0.122910075      0.702845275    
   2.31998873      0.122953825      0.703943908    
   2.35998869      0.123137087      0.704697132    
   2.39998865      0.123057969      0.705440342    
   2.43998861      0.122861706      0.706356406    
   2.47998857      0.122898437      0.708180189    
   2.51998854      0.122669473      0.709880888    
   2.55998850      0.120553538      0.713091910    
   2.59998846      0.116980657      0.719955444    
   2.63998842      0.113778517      0.723459423    
   2.67998838      0.112002291      0.727863967    
   2.71998835      0.110277072      0.731033385    
   2.75998831      0.109229147      0.733801901    
   2.79998827      0.108454555      0.733672500    
   2.83998823      0.108462341      0.736157358    
   2.87998819      0.107094854      0.737028360    
   2.91998816      0.106632233      0.738911688    
   2.95998812      0.105629884      0.740500331    
   2.99998808      0.104764678      0.743584692    
   3.03998804      0.103826709      0.746964335    
   3.07998800      0.103086479      0.749211431    
   3.11998796      0.101436593      0.750758410    
   3.15998793      0.100494064      0.754297435    
   3.19998789       9.98487920E-02  0.755412996    
   3.23998785       9.81049761E-02  0.759072602    
