 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.335356295    
 # Filling Error:   4.30926774E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       2.78935095E-05   1.10417998    
  -11.9600000       2.79578562E-05   1.10478556    
  -11.9200001       2.88958490E-05   1.08937812    
  -11.8800001       2.99372659E-05   1.08593953    
  -11.8400002       3.12704142E-05   1.09000170    
  -11.8000002       3.29000541E-05   1.09084570    
  -11.7600002       3.37514757E-05   1.07584774    
  -11.7200003       3.48057183E-05   1.07799911    
  -11.6800003       3.56024393E-05   1.08572769    
  -11.6400003       3.74212977E-05   1.07703364    
  -11.6000004       3.78980585E-05   1.07791924    
  -11.5600004       3.91633803E-05   1.07289088    
  -11.5200005       4.06932959E-05   1.08825445    
  -11.4800005       4.13072557E-05   1.07702589    
  -11.4400005       4.30184555E-05   1.08871925    
  -11.4000006       4.41517805E-05   1.07884169    
  -11.3600006       4.63570723E-05   1.06362963    
  -11.3200006       4.78382462E-05   1.06683779    
  -11.2800007       4.81483839E-05   1.07691944    
  -11.2400007       5.16584259E-05   1.07664251    
  -11.2000008       5.46982446E-05   1.05822873    
  -11.1600008       5.52238271E-05   1.05978763    
  -11.1200008       5.90036871E-05   1.05371904    
  -11.0800009       5.94591656E-05   1.06594551    
  -11.0400009       6.26660185E-05   1.06578028    
  -11.0000010       6.48797577E-05   1.06383801    
  -10.9600010       6.64916734E-05   1.04315734    
  -10.9200010       6.84144834E-05   1.05472183    
  -10.8800011       7.16350696E-05   1.06151021    
  -10.8400011       7.52278429E-05   1.06233585    
  -10.8000011       7.71391497E-05   1.05212665    
  -10.7600012       7.97898392E-05   1.04900348    
  -10.7200012       8.37437765E-05   1.04177511    
  -10.6800013       8.62091547E-05   1.05574584    
  -10.6400013       8.93311953E-05   1.06770611    
  -10.6000013       9.36153228E-05   1.03917921    
  -10.5600014       9.52473201E-05   1.03933012    
  -10.5200014       1.00538142E-04   1.03469551    
  -10.4800014       1.04400191E-04   1.04769599    
  -10.4400015       1.08255954E-04   1.04148626    
  -10.4000015       1.09100671E-04   1.05581307    
  -10.3600016       1.14322829E-04   1.03299606    
  -10.3200016       1.18654367E-04   1.02089691    
  -10.2800016       1.22461584E-04   1.04919422    
  -10.2400017       1.25759558E-04   1.04588461    
  -10.2000017       1.33835143E-04   1.03669786    
  -10.1600018       1.34476475E-04   1.03477740    
  -10.1200018       1.43060897E-04   1.03309071    
  -10.0800018       1.45585800E-04   1.02065885    
  -10.0400019       1.52036810E-04   1.03077972    
  -10.0000019       1.54325637E-04   1.03293753    
  -9.96000195       1.58945259E-04   1.02324510    
  -9.92000198       1.64275712E-04   1.02345884    
  -9.88000202       1.71249732E-04   1.02534497    
  -9.84000206       1.78423536E-04   1.02460420    
  -9.80000210       1.81459458E-04   1.02327800    
  -9.76000214       1.91768690E-04   1.02088463    
  -9.72000217       1.92532782E-04   1.01834559    
  -9.68000221       2.00251292E-04   1.02412832    
  -9.64000225       2.07114281E-04   1.02106035    
  -9.60000229       2.14644213E-04   1.01924980    
  -9.56000233       2.21879498E-04   1.01898968    
  -9.52000237       2.28209916E-04   1.01866543    
  -9.48000240       2.40144189E-04   1.01994228    
  -9.44000244       2.45565927E-04   1.02217770    
  -9.40000248       2.52974831E-04   1.02055919    
  -9.36000252       2.61276262E-04   1.01591647    
  -9.32000256       2.72472622E-04   1.01369894    
  -9.28000259       2.80411856E-04   1.01443398    
