 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.312222570    
 # Filling Error:   4.23765276E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       2.10499948E-05   1.10039246    
  -11.9600000       2.14608717E-05   1.11633575    
  -11.9200001       2.30751575E-05   1.09077668    
  -11.8800001       2.34878735E-05   1.09312284    
  -11.8400002       2.43249506E-05   1.07916677    
  -11.8000002       2.49545883E-05   1.08754492    
  -11.7600002       2.58674972E-05   1.09886062    
  -11.7200003       2.71562676E-05   1.08548558    
  -11.6800003       2.76321298E-05   1.06902349    
  -11.6400003       2.89890777E-05   1.08217514    
  -11.6000004       3.02752887E-05   1.09010971    
  -11.5600004       3.08860181E-05   1.07653308    
  -11.5200005       3.11558579E-05   1.07783091    
  -11.4800005       3.23877393E-05   1.07733214    
  -11.4400005       3.40727202E-05   1.06788385    
  -11.4000006       3.54479234E-05   1.07098091    
  -11.3600006       3.71898932E-05   1.07931471    
  -11.3200006       3.79734774E-05   1.07403362    
  -11.2800007       3.93086011E-05   1.06309104    
  -11.2400007       4.03584017E-05   1.09426320    
  -11.2000008       4.10712601E-05   1.07524121    
  -11.1600008       4.23277925E-05   1.06483364    
  -11.1200008       4.43383033E-05   1.07030118    
  -11.0800009       4.48152714E-05   1.07989669    
  -11.0400009       4.74723856E-05   1.06407762    
  -11.0000010       4.89567610E-05   1.07147670    
  -10.9600010       5.05933094E-05   1.07818425    
  -10.9200010       5.08878838E-05   1.04864061    
  -10.8800011       5.23833332E-05   1.06305277    
  -10.8400011       5.41722329E-05   1.06264603    
  -10.8000011       5.54131038E-05   1.06235957    
  -10.7600012       5.74697551E-05   1.05899990    
  -10.7200012       5.93169570E-05   1.05502248    
  -10.6800013       6.07654583E-05   1.04886091    
  -10.6400013       6.33414893E-05   1.05272257    
  -10.6000013       6.66418055E-05   1.05911994    
  -10.5600014       6.90101369E-05   1.05611098    
  -10.5200014       7.22359619E-05   1.05715334    
  -10.4800014       7.29093372E-05   1.04376197    
  -10.4400015       7.61304182E-05   1.04751527    
  -10.4000015       7.91690691E-05   1.05244029    
  -10.3600016       8.14058949E-05   1.04362535    
  -10.3200016       8.40301655E-05   1.04103327    
  -10.2800016       8.68598072E-05   1.04211819    
  -10.2400017       9.02667452E-05   1.03960383    
  -10.2000017       9.27494257E-05   1.03539228    
  -10.1600018       9.43756604E-05   1.04535925    
  -10.1200018       9.85706065E-05   1.03475976    
  -10.0800018       1.01622078E-04   1.03594172    
  -10.0400019       1.03558436E-04   1.03784776    
  -10.0000019       1.09487431E-04   1.03451860    
  -9.96000195       1.12977526E-04   1.03217161    
