 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.202958614    
 # Filling Error:   3.83248553E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       2.89277523E-06   1.12180495    
  -11.9600000       3.20760341E-06   1.10777891    
  -11.9200001       3.50427536E-06   1.12872517    
  -11.8800001       3.45183685E-06   1.10189140    
  -11.8400002       3.58182115E-06   1.11943674    
  -11.8000002       3.80731194E-06   1.10784018    
  -11.7600002       3.71728788E-06   1.11674964    
  -11.7200003       3.98392149E-06   1.13295174    
  -11.6800003       3.87464297E-06   1.09694660    
  -11.6400003       3.99068858E-06   1.11628389    
  -11.6000004       4.14520855E-06   1.11908066    
  -11.5600004       4.35388984E-06   1.10610092    
  -11.5200005       4.26737097E-06   1.07206476    
  -11.4800005       4.35874972E-06   1.10907531    
  -11.4400005       4.44730676E-06   1.12098825    
  -11.4000006       4.75094021E-06   1.06755412    
  -11.3600006       4.52739778E-06   1.10961652    
  -11.3200006       4.65766880E-06   1.09797132    
  -11.2800007       4.62400294E-06   1.08971322    
  -11.2400007       5.12703855E-06   1.09726584    
  -11.2000008       5.04897162E-06   1.10804605    
  -11.1600008       5.11919370E-06   1.08438945    
  -11.1200008       5.18674415E-06   1.07915366    
  -11.0800009       5.78830577E-06   1.10938442    
  -11.0400009       5.80449978E-06   1.09094644    
  -11.0000010       5.79572907E-06   1.10648882    
  -10.9600010       6.05238165E-06   1.07049119    
  -10.9200010       6.22241669E-06   1.10412145    
  -10.8800011       5.92893184E-06   1.11839330    
  -10.8400011       6.23004371E-06   1.11766732    
  -10.8000011       6.31247030E-06   1.10756075    
  -10.7600012       6.37530729E-06   1.09174991    
  -10.7200012       6.60700789E-06   1.11041701    
  -10.6800013       6.86839167E-06   1.07195163    
  -10.6400013       6.96339703E-06   1.09820676    
  -10.6000013       7.15269925E-06   1.07743418    
  -10.5600014       7.71691521E-06   1.06784809    
  -10.5200014       7.62090303E-06   1.06467307    
  -10.4800014       7.81411200E-06   1.07911015    
  -10.4400015       7.64663400E-06   1.10892534    
  -10.4000015       8.15493968E-06   1.07302356    
  -10.3600016       8.44605438E-06   1.10600591    
  -10.3200016       9.26291432E-06   1.06533635    
  -10.2800016       8.97664722E-06   1.09641743    
  -10.2400017       9.10828021E-06   1.08050132    
  -10.2000017       9.35313437E-06   1.09399223    
  -10.1600018       9.48902471E-06   1.08707201    
  -10.1200018       1.00005063E-05   1.05879354    
  -10.0800018       1.00875905E-05   1.08006728    
  -10.0400019       9.92273999E-06   1.06286204    
  -10.0000019       1.08227114E-05   1.08714044    
  -9.96000195       1.07959031E-05   1.06100309    
  -9.92000198       1.13097803E-05   1.08397961    
  -9.88000202       1.16288356E-05   1.07073653    
  -9.84000206       1.22403253E-05   1.07772362    
  -9.80000210       1.23477766E-05   1.07662570    
  -9.76000214       1.29370001E-05   1.08239877    
  -9.72000217       1.28547554E-05   1.07146621    
  -9.68000221       1.30059652E-05   1.08441520    
  -9.64000225       1.38033147E-05   1.07149196    
  -9.60000229       1.44764163E-05   1.05840385    
  -9.56000233       1.40040274E-05   1.07369387    
  -9.52000237       1.48372028E-05   1.05171072    
  -9.48000240       1.51911509E-05   1.05201340    
  -9.44000244       1.57344075E-05   1.05824089    
  -9.40000248       1.70732055E-05   1.07379258    
  -9.36000252       1.71606407E-05   1.05327320    
  -9.32000256       1.68454098E-05   1.06491613    
  -9.28000259       1.74771103E-05   1.06190538    
  -9.24000263       1.83436678E-05   1.05745065    
  -9.20000267       1.80006882E-05   1.06343925    
  -9.16000271       1.92831758E-05   1.06419861    
  -9.12000275       2.07335215E-05   1.04352093    
  -9.08000278       2.03234922E-05   1.03796637    
  -9.04000282       2.22222279E-05   1.05385923    
  -9.00000286       2.18358164E-05   1.04947937    
  -8.96000290       2.24009582E-05   1.05353367    
  -8.92000294       2.32216316E-05   1.04596424    
  -8.88000298       2.51879228E-05   1.03848767    
  -8.84000301       2.54925708E-05   1.05045545    
  -8.80000305       2.71025510E-05   1.05200791    
  -8.76000309       2.72544676E-05   1.04589593    
  -8.72000313       2.78756270E-05   1.04163671    
  -8.68000317       2.96806375E-05   1.03197706    
  -8.64000320       2.95518148E-05   1.04069591    
  -8.60000324       2.89896725E-05   1.03522444    
  -8.56000328       3.24369612E-05   1.03692448    
  -8.52000332       3.30317416E-05   1.04208791    
  -8.48000336       3.37273377E-05   1.03591239    
  -8.44000340       3.56456439E-05   1.03455365    
  -8.40000343       3.77449942E-05   1.02970529    
  -8.36000347       3.78613913E-05   1.04095781    
  -8.32000351       4.06773361E-05   1.02632535    
  -8.28000355       4.07613661E-05   1.03359711    
  -8.24000359       4.30805267E-05   1.03034890    
  -8.20000362       4.34819594E-05   1.02372169    
  -8.16000366       4.67219543E-05   1.02713537    
  -8.12000370       4.65017474E-05   1.02953839    
  -8.08000374       5.03765550E-05   1.02149069    
  -8.04000378       5.16152759E-05   1.02505267    
  -8.00000381       5.33331695E-05   1.02537906    
  -7.96000385       5.59047985E-05   1.02417922    
  -7.92000389       5.56095656E-05   1.02077448    
  -7.88000393       6.14187447E-05   1.01848686    
  -7.84000397       6.17393234E-05   1.01958537    
  -7.80000401       6.40183353E-05   1.01743090    
  -7.76000404       6.57335913E-05   1.02189398    
  -7.72000408       7.04449340E-05   1.02000308    
  -7.68000412       7.40112446E-05   1.01498914    
  -7.64000416       7.41112672E-05   1.01891553    
  -7.60000420       7.85425291E-05   1.01835752    
  -7.56000423       8.25254610E-05   1.01583850    
  -7.52000427       8.54746831E-05   1.01526368    
  -7.48000431       8.75844344E-05   1.01938844    
  -7.44000435       9.42981424E-05   1.01862109    
  -7.40000439       1.00706202E-04   1.01269281    
  -7.36000443       1.04933933E-04   1.01648581    
  -7.32000446       1.07197040E-04   1.01244068    
  -7.28000450       1.10067333E-04   1.01413786    
  -7.24000454       1.13830800E-04   1.01496351    
  -7.20000458       1.23508420E-04   1.01213074    
  -7.16000462       1.32304864E-04   1.00652063    
  -7.12000465       1.37548006E-04   1.00873673    
  -7.08000469       1.40606076E-04   1.00769734    
  -7.04000473       1.52876761E-04   1.00565600    
  -7.00000477       1.58406634E-04   1.00618899    
  -6.96000481       1.62823373E-04   1.00614548    
  -6.92000484       1.70895379E-04   1.00674629    
  -6.88000488       1.76125206E-04   1.00638914    
  -6.84000492       1.94860739E-04   1.00518966    
  -6.80000496       1.99421862E-04   1.00437546    
  -6.76000500       2.14084444E-04   1.00435472    
  -6.72000504       2.21625713E-04   1.00546956    
  -6.68000507       2.45611038E-04   1.00391197    
  -6.64000511       2.46523297E-04   1.00498593    
  -6.60000515       2.61206063E-04   1.00188637    
  -6.56000519       2.80020031E-04   1.00376546    
  -6.52000523       3.01853783E-04   1.00423992    
  -6.48000526       3.14650126E-04   1.00249445    
  -6.44000530       3.27839021E-04   1.00386536    
  -6.40000534       3.53685435E-04   1.00332987    
  -6.36000538       3.82514321E-04   1.00323272    
  -6.32000542       3.91857931E-04   1.00182629    
  -6.28000546       4.25351260E-04   1.00222754    
  -6.24000549       4.62361437E-04   1.00087059    
  -6.20000553       4.89369791E-04   1.00137794    
