 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  8.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 #  Frequency           DOS            GIPR
 #
 # Filling:  0.420853645    
 # Filling Error:   3.16552166E-03
  -12.0000000       3.53698997E-04   1.11436379    
  -11.9600000       3.72495182E-04   1.12041950    
  -11.9200001       3.88514221E-04   1.12173057    
  -11.8800001       4.15849092E-04   1.12447977    
  -11.8400002       4.27628052E-04   1.12664187    
  -11.8000002       4.57554386E-04   1.08512425    
  -11.7600002       4.79224313E-04   1.10821414    
  -11.7200003       5.04233642E-04   1.08275473    
  -11.6800003       5.26715419E-04   1.09898674    
  -11.6400003       5.61648165E-04   1.09679353    
  -11.6000004       5.82123292E-04   1.09425128    
  -11.5600004       6.00736705E-04   1.07149374    
  -11.5200005       6.32395037E-04   1.07032287    
  -11.4800005       6.60731574E-04   1.08917511    
  -11.4400005       6.98602351E-04   1.08077526    
  -11.4000006       7.25981547E-04   1.08045781    
  -11.3600006       7.67179357E-04   1.07021141    
  -11.3200006       8.07933509E-04   1.06677520    
  -11.2800007       8.35835934E-04   1.06464446    
  -11.2400007       8.86868511E-04   1.06287801    
  -11.2000008       9.26325738E-04   1.06299555    
  -11.1600008       9.82795493E-04   1.05301332    
  -11.1200008       1.03064557E-03   1.05218792    
  -11.0800009       1.09054556E-03   1.04729450    
  -11.0400009       1.16004155E-03   1.04978776    
  -11.0000010       1.18367153E-03   1.04203582    
  -10.9600010       1.26984122E-03   1.04412282    
  -10.9200010       1.33939052E-03   1.04747581    
  -10.8800011       1.39801530E-03   1.04152513    
  -10.8400011       1.46499567E-03   1.03858924    
  -10.8000011       1.56039570E-03   1.03311288    
  -10.7600012       1.62448594E-03   1.03969419    
  -10.7200012       1.73733395E-03   1.03227711    
  -10.6800013       1.85305823E-03   1.03074658    
  -10.6400013       1.93643977E-03   1.02770424    
  -10.6000013       2.03788234E-03   1.02304626    
  -10.5600014       2.18799547E-03   1.02008677    
  -10.5200014       2.29633763E-03   1.01874483    
  -10.4800014       2.43211887E-03   1.01765621    
  -10.4400015       2.63139466E-03   1.01245403    
  -10.4000015       2.81072990E-03   1.00981414    
  -10.3600016       3.11181578E-03  0.990699053    
  -10.3200016       3.31443199E-03  0.984364331    
  -10.2800016       3.46480962E-03  0.981540680    
  -10.2400017       3.62578430E-03  0.984157324    
  -10.2000017       3.78467445E-03  0.985232353    
  -10.1600018       3.90079780E-03  0.982138336    
  -10.1200018       4.14054142E-03  0.985508084    
  -10.0800018       4.31065680E-03  0.984811366    
  -10.0400019       4.37702611E-03  0.983943224    
  -10.0000019       4.51032026E-03  0.983288586    
