 # 2site DOS and GIPR created by main.f90 with subroutines in routines.f90
 #
# parameters: U =  4.00  t = -1.00  W = 12.00
# nbins = 600     ensemble size =    10000000
 #
 # Filling:  0.484226137    
 # Filling Error:   4.39107744E-03
 #
 #  Frequency           DOS            GIPR
  -12.0000000       1.75134002E-04   1.04381359    
  -11.9600000       1.77704540E-04   1.04615974    
  -11.9200001       1.83877273E-04   1.05333793    
  -11.8800001       1.91299216E-04   1.03993797    
  -11.8400002       1.91957326E-04   1.04926515    
  -11.8000002       1.96844630E-04   1.04394710    
  -11.7600002       1.98655864E-04   1.04830265    
  -11.7200003       2.02782263E-04   1.03690720    
  -11.6800003       2.06516372E-04   1.04668343    
  -11.6400003       2.03759424E-04   1.05377221    
  -11.6000004       2.11637220E-04   1.05111873    
  -11.5600004       2.12193394E-04   1.07135415    
  -11.5200005       2.16452041E-04   1.06917369    
  -11.4800005       2.19951791E-04   1.06971014    
  -11.4400005       2.22621587E-04   1.07926893    
  -11.4000006       2.26041127E-04   1.09105325    
  -11.3600006       2.27769080E-04   1.09175336    
  -11.3200006       2.28618432E-04   1.09558976    
  -11.2800007       2.31837548E-04   1.09476304    
  -11.2400007       2.38987195E-04   1.08473587    
  -11.2000008       2.39925910E-04   1.08415341    
  -11.1600008       2.42334252E-04   1.08240151    
  -11.1200008       2.43159899E-04   1.07992256    
  -11.0800009       2.49334989E-04   1.07329500    
  -11.0400009       2.53988197E-04   1.07024014    
  -11.0000010       2.58913118E-04   1.06184423    
  -10.9600010       2.63106369E-04   1.06257069    
  -10.9200010       2.66648392E-04   1.06343102    
  -10.8800011       2.70007004E-04   1.06011176    
  -10.8400011       2.76796956E-04   1.06620550    
  -10.8000011       2.77322688E-04   1.05823088    
  -10.7600012       2.80541222E-04   1.05446672    
  -10.7200012       2.81557470E-04   1.05130446    
  -10.6800013       2.88454583E-04   1.05412209    
  -10.6400013       2.92297831E-04   1.05104804    
  -10.6000013       2.97272316E-04   1.04849946    
  -10.5600014       3.05910828E-04   1.04710603    
  -10.5200014       3.05777707E-04   1.04062366    
  -10.4800014       3.11528216E-04   1.04605842    
  -10.4400015       3.16204067E-04   1.04453969    
  -10.4000015       3.19564424E-04   1.04716098    
  -10.3600016       3.23217770E-04   1.04113996    
  -10.3200016       3.28688446E-04   1.03892875    
  -10.2800016       3.39087128E-04   1.03815520    
  -10.2400017       3.38652317E-04   1.03441596    
  -10.2000017       3.44715692E-04   1.03494978    
  -10.1600018       3.53128911E-04   1.03058159    
  -10.1200018       3.58383812E-04   1.02942359    
  -10.0800018       3.65142972E-04   1.02639556    
  -10.0400019       3.66506545E-04   1.02905178    
  -10.0000019       3.70011810E-04   1.02678394    
  -9.96000195       3.83307372E-04   1.02651727    
  -9.92000198       3.82931205E-04   1.02612102    
  -9.88000202       3.95278330E-04   1.02502048    
  -9.84000206       3.98772274E-04   1.02422333    
  -9.80000210       4.08581196E-04   1.02276361    
  -9.76000214       4.10376757E-04   1.02431953    
  -9.72000217       4.24393715E-04   1.02113593    
  -9.68000221       4.28071799E-04   1.02206481    
  -9.64000225       4.41224984E-04   1.01871836    
  -9.60000229       4.41100361E-04   1.01973426    
  -9.56000233       4.48914128E-04   1.01905715    
  -9.52000237       4.60952899E-04   1.01713288    
  -9.48000240       4.64744604E-04   1.01695609    
  -9.44000244       4.71914565E-04   1.01531935    
  -9.40000248       4.83891519E-04   1.01612484    
  -9.36000252       4.91132378E-04   1.01275849    
  -9.32000256       5.03734685E-04   1.01401722    
  -9.28000259       5.04362339E-04   1.01299012    
  -9.24000263       5.19370369E-04   1.01267397    
  -9.20000267       5.18078043E-04   1.01198435    
  -9.16000271       5.37554559E-04   1.01202250    
  -9.12000275       5.41679387E-04   1.01162708    
  -9.08000278       5.58360363E-04   1.01037800    
  -9.04000282       5.63149806E-04   1.01144445    
  -9.00000286       5.75238315E-04   1.00975943    
  -8.96000290       5.84116322E-04   1.00957084    
  -8.92000294       5.93222794E-04   1.00887775    
  -8.88000298       6.03365421E-04   1.00865829    
  -8.84000301       6.12666365E-04   1.00816512    
  -8.80000305       6.34198077E-04   1.00726080    
  -8.76000309       6.37419987E-04   1.00716281    
  -8.72000313       6.56384102E-04   1.00692630    
